motif_id,motif_base,name,description,n_traditions,pareidolic,perceptual_class,perceptual,perceptual_v2,is_celestial,pc_class,pc_subtype,pc_engine
f87_7,f87,Transformed children of serpent’s wife,"A girl marries snake, comes with her children to visit her relation. Her close kin (father, mother, brother) tries to get know from her children how their mother calls her husband. A girl tells the secret, mother (father, etc.) of the woman calls the snake with the same signal, kills him. Seeing  her husband dead, the woman transforms her children (and herself) into birds or trees",15,False,,False,False,False,MENTION,terrestrial,rule
f88_7,f88,Odor of women,Initially women's genitals were fragrant or had no smell. Because of a bad chance they acquire unpleasant odor or do not acquire fragrant odor,18,False,,False,False,False,NONE,,rule
f89_7,f89,A smart sister,"Sister and brother live alone. The brother rejects the incest. The sister makes him take her for unknown girl, marries him",9,False,,False,False,False,NONE,,rule
f90_10,f90,A tragic incest,"Brother and sister marry each other. When their children get to know about the incest, they kill their parents, or father kills children, or parents suicide, or wife/sister suicides when her husband/brother has died",17,False,,False,False,False,NONE,,rule
f91_10,f91,A worm-breeder,A man lets his wife to be eaten up by worms. She either dies or has a narrow escape,10,False,,False,False,False,NONE,,rule
f92_11,f92,Homosexual play,A male person is tricked into being used sexually by another man,17,False,,False,False,False,NONE,,rule
f93_11,f93,The talking penis,A man's member speaks and can be silenced only by his mother-in-law,7,False,,False,False,False,MENTION,terrestrial,rule
f94_10,f94,Rival wives in the sky,"A man gets to the sky where he has a choice to marry one of two women, one of them being connected with life and another with death",8,True,,False,False,False,MENTION,celestial,rule
f95_10,f95,Wife of one of two brothers,"Two companions or brothers live together. One has a wife which he conceals. Another suspects her existence, destroys her or tries to get a wife also for himself",10,False,,False,False,False,NONE,,rule
f96_10,f96,Ugly man becomes handsome,"A girl rejects an ugly youth, men also do not like him. A powerful supernatural makes him handsome while those who were evil to him are punished",16,False,,False,False,False,NONE,,rule
f97_5,f97,The prohibited fruit: origin of sex,"After eating certain fruit, berry, tuber, etc. people become sexually aware",27,False,,False,False,False,NONE,,rule
f98_5,f98,God and a cow,Anthropomorphic god descends from the sky and copulates with a cow,6,True,,False,False,False,MENTION,celestial,rule
f99_5,f99,A baby copulates with his mother,"A baby son turns into an adult man, copulates with his mother, then acquires his baby guise",8,False,,False,False,False,NONE,,rule
f100_11,f100,Test of chastity (a queen and a servant girl) ,"A magic medicine demonstrates that the only chaste woman is a servant girl, orphan, etc. King chooses the chaste one",4,False,,False,False,False,NONE,,rule
g1_3,g1,A kidnapped child,"Valuables (earth, soil, sun, crops, fire, sacred knowledge, hunting luck) are got or returned when son or daughter is stolen from his or her parent",27,True,,False,False,True,MENTION,celestial,rule
g3_6,g3,A rock of crops,Cultivated plants or fertile soil to plant them are hidden inside a rock. Birds or Thunders get them destroying the rock,14,True,,False,False,False,MENTION,terrestrial,rule
g4_6,g4,A food mountain,Cultivated plants are found above or inside a mountain,14,True,,False,False,False,MENTION,terrestrial,rule
g5_6,g5,Food tree,Fruits and shoots of different cultivated plants grow on the branches of one tree or certain plant has a tree form that is alien to it in nature,49,False,,False,False,False,MENTION,terrestrial,rule
g6_6,g6,Primeval tree,"One of the trees is the principal, original one (emerged before all the other; ancestor of wild or cultivated plants; ocean or rivers inside it; world axis; higher than all the others; overshadows sky)",133,True,,False,False,False,MENTION,celestial,rule
g6a_3,g6a,,,8,False,,False,False,False,NONE,,rule
g7_10,g7,Blunt axes,Ancestors need to fell a gigantic tree or a vertical rock. Their axes become blunt or break and/or they are in search of a proper axe to cope with their work. Usually they are cutting the tree with different cultivated plants on its branches,17,True,,False,False,False,MENTION,terrestrial,rule
g8_10,g8,Restored tree,A deep notch in the tree (or in the sky support) is magically restored as soon as persons or creatures who cut or gnaw it stop working,110,True,,False,False,False,MENTION,celestial,rule
g8a_10,g8a,Cutting tree to make a canoe,"To make some object (usually a canoe), person cuts a tree, goes away, returns, finds the tree intact. Usually another person who was restoring the tree by magic fells it down himself and makes a canoe for the hero",20,False,,False,False,False,MENTION,terrestrial,rule
g8b_10,g8b,Cutting tree to get a person,Person hides in a tree. Somebody tries to fell it but the notch disappears and the tree becomes intact,44,False,,False,False,False,MENTION,terrestrial,rule
g8c_10,g8c,Cutting tree to get valuables,(Animal-)people try to fell a tree that contains water and fish or has cultivated plants on its branches. The notch disappears and the tree becomes intact,22,False,,False,False,False,MENTION,terrestrial,rule
g8d_3,g8d,Falling or growing up of a tree is dangerous to the world,"To save the world (gods, king, etc.) certain persons or creatures try to cut or gnaw a tree (post, mountain) or do not permit the others to do. The notch disappears and the tree (post, etc.) becomes intact",17,True,,False,False,False,MENTION,terrestrial,rule
g8e_2,g8e,Cutting the Moon tree,Person tries to cut down the tree in the Moon but the notch disappears and the tree becomes intact,7,True,,False,False,True,MENTION,celestial,rule
g8f_10,g8f,Chips destroyed,A deep notch in the tree is magically restored when persons or creatures who cut it go away to take a rest. They get to fell the tree after they begin to burn the cut off chips or to carry them far way,11,False,,False,False,False,MENTION,terrestrial,rule
g9_10,g9,Restored forest,"People break ground or fell trees. In the morning, the ground or forest are intact again",36,False,,False,False,False,MENTION,terrestrial,rule
g9a_3,g9a,Restored forest and flood,"A man fells trees to clear ground for a garden. Certain person or animal revives vegetation and after being surprised by the man, warns him about the coming flood, tells to prepare a boat",12,False,terrestrial,True,False,False,MENTION,terrestrial,rule
g10_10,g10,The hanging tree,A tree which trunk is cut through do not fall because it is hold from above,28,False,,False,False,False,MENTION,terrestrial,rule
g11_7,g11,Squirrel the woodcutter,A squirrel plays crucial role in felling the gigantic tree,20,False,,False,False,False,MENTION,terrestrial,rule
g12_3,g12,Tree is a person,A giant tree (often with water inside it or with different cultivated plants on its branches) grows out of the human body or is transformed person,4,False,,False,False,False,MENTION,terrestrial,rule
g12a_6,g12a,Plants from drops of blood,Cultivated plants emerge from drops of blood or spill from cuts on the body of a person,3,False,,False,False,False,NONE,,rule
g12b_6,g12b,Star-person gives plants,Star-person is a giver of cultivated plants,14,True,,False,False,True,MENTION,celestial,rule
g12c_6,g12c,Fox brings plants from the sky,Fox or coyote returns from the sky and disperses seeds or shoots unknown on earth before,5,True,,False,False,False,MENTION,celestial,rule
g13_6,g13,People ate rotten wood,"Before acquisition of cultivated plants people ate rotten or soft (Ceiba L., Ochroma Sw.) wood; some people eat rotten wood",17,False,,False,False,False,MENTION,terrestrial,rule
g13a_6,g13a,People ate dirt,"Before acquisition of cultivated plants people ate dirt, mud or stones",16,False,,False,False,False,MENTION,terrestrial,rule
g13b_6,g13b,People ate fungi,Before acquisition of cultivated plants people ate fungi,8,False,,False,False,False,NONE,,rule
g14_6,g14,Swallowed man returns with plants,A man is swallowed by a water monster and comes out from its belly in the land of the supernatural beings. He receives from them cultivated plants and brings them to people,3,False,,False,False,False,NONE,,rule
g15_6,g15,Plant maidens,In the other world or in the time of the ancestors food products or materials used by people looked as persons,24,False,,False,False,False,NONE,,rule
g16_6,g16,Ants find cultivated plants,Ants are the first who find cultivated plants (corn or manioc) which are concealed from the others in particular place,13,False,,False,False,False,NONE,,rule
g17_6,g17,Gift of a reptile,Serpent or alligator is the original possessor or the source of cultivated plants or wild staples,29,False,,False,False,False,NONE,,rule
g18_6,g18,Person wants to be killed,"A boy, woman or (more rare) man asks other people to abandon him or her in the forest, to burn or drag her or him on or around the future garden plot, to burn her in her house, etc. A woman usually asks to kill her when she understands that people know her way of producing food which she extracts from her own body. People fulfill person's wish and find cultivated plants on the place",26,False,,False,False,False,MENTION,terrestrial,rule
