motif_id,class,confidence,substrate,reason
e10,METAMORPHOSIS,high,animal,"The core of the motif is the transformation of animals *into* children, explaining their sudden appearance as humans."
e11,METAMORPHOSIS,high,animal,"The core of the motif is a transformation *into* a different form revealed by the destruction of a preserving element, fitting the definition of metamorphosis over simple personification."
e12,METAMORPHOSIS,high,none,"The core of the motif is the transformation of a drawing (created by a person) *into* a living being, fitting the definition of metamorphosis where an entity becomes a natural object/creature."
e13a,NATURE_SPIRIT_PERSONIFICATION,medium,water,"The motif implies a personality or agency associated with the underwater world that demands or receives objects, rather than a visual or auditory perception within the water itself."
e14,NATURE_SPIRIT_PERSONIFICATION,medium,none,"The description suggests spirits (non-human entities) are the source of rituals, implying a personality or agency associated with the deceased, but lacks a specific pareidolic trigger or transformatio"
e14a,METAMORPHOSIS,high,none,"The masks *are* representations of the demons, implying a transformation of the demons' essence into a physical object, even if created by humans."
e15,METAMORPHOSIS,high,animal,"The core of the motif involves a bird *becoming* or directly contributing to the creation of a canoe, representing transformation into a cultural object."
e15a,TERRESTRIAL_PAREIDOLIA,high,animal,"The breast bone of a bird is visually perceived as resembling the shape of a canoe, directly influencing its design."
e15b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The birds act as girls, exhibiting human behavior and social roles, thus projecting personhood onto them."
e16,PURE_NARRATIVE,high,water,"The description details a learning process about canoeing technique, lacking any element of perceived figures in nature or personification."
e17,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif is humans learning from the patterned bodies of animals/supernatural creatures, projecting personhood and agency onto them as the source of cultural knowledge."
e18,NATURE_SPIRIT_PERSONIFICATION,high,water,"The water creature imparts knowledge, acting as a spirit associated with the skill, without a specific pareidolic trigger for its form or voice."
e19,METAMORPHOSIS,high,plant,"The narrative explicitly states a person *becomes* the source of the plants, explaining their origin through a transformation, prioritizing this over a simple association."
e1a,METAMORPHOSIS,high,none,"The motif describes a transformation *from* a being *into* an unstable material, even if that's their initial form, focusing on their inherent instability as defining their existence."
e1a1,METAMORPHOSIS,high,landform,"The myth explicitly states people are *made from* mud and become defective due to a natural process (rain), fitting the transformation motif."
e1b,METAMORPHOSIS,high,multiple,"The core of the motif is a being *becoming* something else (an improper material), explaining its current state, which prioritizes METAMORPHOSIS over simple resemblance."
e1b1,PURE_NARRATIVE,high,none,"The story focuses on social expectations and consequences, lacking any element of perceived figures in nature or personification of natural phenomena."
e1c,METAMORPHOSIS,high,none,"The description explicitly states a person being *made of* excrement/carrion, indicating a transformation into a substance rather than simply resembling it."
e1d,METAMORPHOSIS,high,landform,"The story implies the original, failed canoes *became* clay, explaining its existence and unsuitability for canoe-making."
e2,PURE_NARRATIVE,high,none,The description focuses on the *process* of creation and doesn't involve perceiving figures in nature or attributing personality to natural phenomena; it's a cosmogonic myth about origins without pare
e20,METAMORPHOSIS,high,plant,"The narrative centers on a person's essence directly causing the growth of a plant, explaining its origin and properties, which is a transformation motif."
e21,METAMORPHOSIS,high,water,"The core of the motif is a person *becoming* connected to the water/fish, explaining their poisonous nature after death, which prioritizes metamorphosis over simple personification."
e22,METAMORPHOSIS,high,multiple,"The motif describes a person *becoming* part of another being (being 'swallowed' implies incorporation), and then imparting knowledge derived from that transformed state, prioritizing transformation o"
e23,ANTHROPOMORPHIC_ANIMAL,high,animal,"The fleas/lice are presented as agents *causing* movement, effectively acting as a driving force – a personified action attributed to the insects."
e24,METAMORPHOSIS,high,landform,"The story explicitly states a transformation of a being *into* the physical characteristic of joints, explaining their origin through a past event of bodily breakage."
e25,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth involves a spider exhibiting human skill and agency, essentially acting as a person through the act of weaving."
e26,METAMORPHOSIS,high,water,"The core of the myth is the transformation of fish *into* humans, explaining their origin, which prioritizes METAMORPHOSIS over a simple visual resemblance."
e27,CELESTIAL_PAREIDOLIA,high,sky,"The myth directly states figures (people) originate from a visual phenomenon in the sky (falling blood drops), fitting the definition of perceiving a figure in a celestial event."
e28,METAMORPHOSIS,high,sky,"The narrative explicitly states a being (the Moon person) whose blood *becomes* the earthly substance, prioritizing transformation over mere visual resemblance."
e29,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals (Coyote and Lizard) acting as persons with arguments and opinions, demonstrating personified animal behavior."
e3,METAMORPHOSIS,high,landform,"The story explicitly states a transformation of beings (bones) *into* a new form (people/earth), making it a case of metamorphosis rather than simple resemblance or personification."
e30,NATURE_SPIRIT_PERSONIFICATION,medium,plant,"The story centers on a relationship *with* wood itself, implying a spirit or personality residing within it, rather than a visual or auditory pareidolia or transformation."
e30a,METAMORPHOSIS,high,plant,"The wooden fake is transformed into a living person, fitting the definition of a transformation into a new form."
e31,METAMORPHOSIS,high,none,"The core of the myth involves a transformation – the doll becoming a real woman, explaining her existence and origin."
e31a,PURE_NARRATIVE,high,none,"The description focuses on social dynamics, kinship, and value judgments within a plot, lacking any element of perceived figures or personification in nature."
e31a1,METAMORPHOSIS,high,plant,"The core of the myth is the transformation of wood into a living woman, explaining her origin as a crafted being rather than simply resembling something natural."
e31a2,PURE_NARRATIVE,high,none,The story focuses on social rules of marriage and kinship without attributing personhood to natural phenomena or involving any figure-in-nature reading.
e31b,PURE_NARRATIVE,high,none,The description focuses entirely on social dynamics and plot – a dispute over credit and marital rights – with no element of perceived figures in nature or personification of natural phenomena.
e31c,PURE_NARRATIVE,high,none,"The description focuses on action and skill, lacking any element of perceived figures in nature or personification of natural phenomena."
e32,METAMORPHOSIS,high,plant,"The motif describes beings originating *from* trees, representing a transformation from tree to person, which is the core of metamorphosis."
e33,METAMORPHOSIS,high,plant,"The core of the myth is the transformation of seeds into people, explaining the origin of humanity through a change in form."
e34,METAMORPHOSIS,high,none,"The story centers on the transformation of the ogre's remains *into* the flutes, explaining their origin and sacredness."
e35,ANTHROPOMORPHIC_ANIMAL,high,animal,"The webbed fingers suggest a partial animal form, projecting personhood onto a being that isn't fully human."
e36,METAMORPHOSIS,high,multiple,"The description details a transformation where a complete hard covering *was* present on the body, now reduced to nails, indicating a change in form and explaining the current state of a body part."
